M_tar,b,v,gamma,v_mutual,m_lr,targ_ratio_lr,Z_Fe_lr,targ_core_complete_loss,lr_targ_core_vap_frac,targ_core_complete_loss_vapfrac
0.1239297756732955,0.174,47.5539985,0.025,10.001808481998255,0.0559356062217767,0.4513492090007053,0.6254057288169861,0.0607352368533611,0.1070106177757595,0.3835262254298195
0.1239297756732955,0.4,55.91349087,0.025,11.760021131381793,0.0614526982499198,0.4958670982502368,0.5953859090805054,0.013164066709578,0.0671318066249146,0.398463872593197
0.1239297756732955,0.174,49.13913179,0.025,10.335202099467034,0.0526430348197026,0.4247811676709603,0.6599505543708801,0.0710376948118209,0.1111505581107704,0.3960899023552156
0.1239297756732955,0.4,58.86684446,0.025,12.381186078989764,0.0538981730449659,0.4349089857715282,0.6728423833847046,0.0218546073883771,0.0849770000108587,0.4011738326025069
0.1239297756732955,0.3,52.30939835,0.025,11.001989330198084,0.0600804441139127,0.4847942618107951,0.5971416234970093,0.0348213911056518,0.0899009890081478,0.4498833672837986
0.1239297756732955,0.4,61.82019806,0.025,13.00235102870099,0.0475367774917441,0.3835783388897673,0.7493814826011658,0.0391107164323329,0.1076215796336748,0.4418103340533696
0.1239297756732955,0.3,56.66851488,0.025,11.918821774556529,0.0508501310259143,0.4103140730276621,0.6889104247093201,0.057373471558094,0.1112328993160206,0.4900779633098491
0.1239297756732955,0.4,64.19789798,0.025,13.502441451749274,0.0502382948016735,0.4053771140045638,0.6940376162528992,0.0594327226281166,0.1109128718137444,0.5188337816760632
0.1239297756732955,0.5,65.02383585,0.025,13.676157073029144,0.0552936102676624,0.4461688885278697,0.662084698677063,0.0124469762668013,0.087697443992843,0.4803173271687103
0.1239297756732955,0.6,75.01017554,0.025,15.776536855300408,0.0523944033032039,0.4227749386178706,0.6989439725875854,0.012131180614233,0.100890493290616,0.6573338704825471
0.1239297756732955,0.7,84.99651522,0.025,17.876916635468415,0.058315483088156,0.4705526397617928,0.6320791244506836,0.0056774471886456,0.0782669500787624,0.8545892238421995
0.1239297756732955,0.7,89.10117614,0.025,18.7402306300925,0.0504665664645222,0.4072190576505402,0.7186271548271179,0.0216835644096136,0.1021307189677488,0.7991602506250932
0.1239297756732955,0.4,59.44249813,0.025,12.502260603549448,0.0599392764293904,0.4836551676443179,0.5975343585014343,0.0339530147612094,0.0981358432829762,0.5058992550111404
0.1239297756732955,0.3,56.11371823,0.025,11.802134008757944,0.0513033323193385,0.4139709931742694,0.6838352084159851,0.0557419285178184,0.1150690608944558,0.4761454823553383
0.1239297756732955,0.4,64.19789798,0.025,13.502441451749274,0.0510274759081666,0.4117450841086455,0.6846516132354736,0.0575774759054183,0.1084393616374149,0.5440419333655615
0.1239114042926528,0.4,34.8958,0.1,7.501924077410257,0.0597789674661626,0.4824331368642808,0.594165563583374,0.0424570143222808,0.0387425331550975,0.282823115258383
0.1239114042926528,0.3,30.2431,0.1,6.501683299008079,0.0550260968720751,0.4440761299267902,0.6191071271896362,0.0876807793974876,0.0360293992309719,0.2464198980708347
0.1239114042926528,0.174,25.2474,0.1,5.427704134939096,0.0538128788314084,0.4342851179727868,0.6122521758079529,0.1397255212068557,0.0226076503855994,0.1769011795288178
0.1239114042926528,0.5,46.5278,0.1,10.002579768594757,0.0510504116603376,0.4119912283438192,0.6732116341590881,0.073091447353363,0.0696393794941112,0.3273487110259058
0.1239114042926528,0.5,41.875,0.1,9.002317492120957,0.0613256467305948,0.4949152749956453,0.584131121635437,0.0338633768260479,0.0444408343438769,0.31839803271366
0.1239114042926528,0.4,39.1498043,0.1,8.416452968668711,0.0490616340093382,0.3959412314742634,0.6949637532234192,0.0805196911096572,0.0727026319802325,0.3261399754371337
0.1239114042926528,0.4,35.36111356,0.1,7.601957519810472,0.0584546057384894,0.4717451639917815,0.6062548160552979,0.0445446372032165,0.0405557278558191,0.2889761444586708
0.1239114042926528,0.3,32.5694,0.1,7.001792939173357,0.0477338397611534,0.3852255571925899,0.6909008026123047,0.1161305531859397,0.0482455917330981,0.2717883205995509
0.1239114042926528,0.4,37.88690739,0.1,8.144954486432566,0.0523023827972554,0.4220949887205548,0.6630178689956665,0.064789779484272,0.0642785819344583,0.315806164986416
0.1239114042926528,0.4,36.62401047,0.1,7.873456002046617,0.0554025581067493,0.4471142783266349,0.6331704258918762,0.0542303062975406,0.0514685057727061,0.3017968942549688
0.1239114042926528,0.7,87.17836862,0.1,18.74166812566913,0.0541554371394122,0.4370496601871155,0.6553707122802734,0.0427725091576576,0.1120528545826881,0.6250961463667017
0.1239114042926528,0.7,81.35015185,0.1,17.488713910112264,0.0605111801940058,0.4883423002058074,0.6010071635246277,0.0191529933363199,0.0994321283679974,0.6376281516334751
0.1239114042926528,0.7,93.0065854,0.1,19.9946223433758,0.0477501759044672,0.385357394479134,0.718515157699585,0.0746692866086959,0.1218574067885356,0.621049898142037
0.1239114042926528,0.6,60.65228595,0.1,13.039071874502858,0.0544758258289971,0.4396352873246166,0.6490545272827148,0.0463894344866275,0.0996072872542879,0.4822353738730792
0.1239114042926528,0.6,57.49504366,0.1,12.360325665687787,0.0597957017577255,0.4825681873195516,0.6080027222633362,0.0194685887545347,0.0894998465080736,0.4599124167057756
0.1239114042926528,0.6,63.80952823,0.1,13.71781808116812,0.0487473472432991,0.3934048485817178,0.6974474191665649,0.083043947815895,0.112948034686785,0.4889099635755883
0.1239297756732955,0.3,22.70311017,0.25,4.86965487456458,0.0502031823488825,0.405093788608385,0.6204656958580017,0.1705153435468673,0.0149232558991971,0.1292825215886728
0.1239297756732955,0.3,23.31410039,0.25,5.000707910067437,0.0478287981185768,0.3859346783993498,0.6388024687767029,0.1859030872583389,0.0154656895516863,0.1367801378709956
0.1239297756732955,0.3,20.87013952,0.25,4.476495770200937,0.0583778837773871,0.4710561562806612,0.5657199025154114,0.1236679181456565,0.0097701443059749,0.1083302237400916
0.1239297756732955,0.3,22.09211996,0.25,4.738601841206651,0.0530425343598847,0.4280047637600496,0.6006138920783997,0.1530618965625763,0.0127887984322618,0.1223600517764153
0.1239297756732955,0.4,27.20514335,0.25,5.835308816085248,0.054560130704481,0.4402503789590714,0.6149064898490906,0.0953001454472541,0.0248159498162484,0.1717540006515179
0.1239297756732955,0.174,17.65440154,0.25,3.786742956054704,0.0562358582620332,0.4537719684919192,0.5504600405693054,0.2213231772184372,0.0075791063620593,0.0614112169564249
0.1239297756732955,0.174,18.61912293,0.25,3.9936687994406026,0.047895521129331,0.3864730721016838,0.5910902619361877,0.2792558372020721,0.0113002107643439,0.0717083366511328
0.1239297756732955,0.4,25.66158912,0.25,5.504227465380853,0.0596196599061068,0.4810761544770051,0.5768557786941528,0.0728532969951629,0.0143380315869591,0.1549105558248043
0.1239297756732955,0.4,26.43336624,0.25,5.669768141805515,0.0571009921796018,0.4607528083495597,0.5952704548835754,0.0835372805595398,0.0188831943296328,0.1624499687123342
0.1239297756732955,0.4,28.90948448,0.25,6.200877807711447,0.0490506517534657,0.3957939202825108,0.6630312204360962,0.1228324174880981,0.0360012474695145,0.1911442306278055
0.1239297756732955,0.4,24.889812,0.25,5.338686788956192,0.0616592768657388,0.4975339988372562,0.5627779960632324,0.0648469254374504,0.0109946632502954,0.1464168823789907
0.1239297756732955,0.4,27.97692047,0.25,6.000849492509909,0.0520759208991755,0.4202050767561984,0.6363017559051514,0.1062999218702316,0.0300214223904127,0.1803596810081226
0.1239297756732955,0.5,33.23753799,0.25,7.129214353432744,0.0587637980167042,0.4741701314106929,0.5901255011558533,0.0645377784967422,0.0405509099875047,0.2165452672385313
0.1239297756732955,0.5,34.86354704,0.25,7.477981673730631,0.0546519461037558,0.4409912452987056,0.6212716102600098,0.084076814353466,0.0498740961119158,0.2359126010980803
0.1239297756732955,0.5,37.30256062,0.25,8.001132655249927,0.0484404533663408,0.3908701771077181,0.6725113391876221,0.1212206333875656,0.0636468147013866,0.2651509573808168
0.1239297756732955,0.5,36.4895561,0.25,7.826748996173448,0.0504969795614633,0.4074644635408993,0.654381275177002,0.108609139919281,0.0599509800895863,0.2555551064542681
0.1239297756732955,0.5,32.42453347,0.25,6.954830694356264,0.0607942032736625,0.4905536457511923,0.5764700174331665,0.0546103790402412,0.0321868324752546,0.2077577433669645
0.1239297756732955,0.5,35.67655157,0.25,7.652365334952039,0.052628279204287,0.4246621033433161,0.6378297209739685,0.0944844782352447,0.0549079087405375,0.2456283402461656
0.1239297756732955,0.6,44.29679074,0.25,9.501345028913637,0.0604009172591868,0.4873801871344961,0.581519603729248,0.0524986423552036,0.0601521413632604,0.3080536438528078
0.1239297756732955,0.6,45.69563676,0.25,9.801387502788408,0.0574221771656851,0.463344477577865,0.6038240790367126,0.0646760091185569,0.0717723049513738,0.3221607583345673
0.1239297756732955,0.6,48.82638739,0.25,10.47291113775589,0.0508394715114256,0.4102280604900711,0.6565015912055969,0.0996553897857666,0.0863585080542544,0.3472063688649372
